"id","muestra","feature_id","feature_type","conteo_crudo","condicion"
252,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00075","gene",4489,"spaceflight"
253,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00080","gene",10620,"spaceflight"
254,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00080","gene",10053,"spaceflight"
255,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00080","gene",10092,"spaceflight"
256,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00080","gene",9828,"spaceflight"
257,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00080","gene",11655,"spaceflight"
258,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00080","gene",11998,"spaceflight"
259,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00080","gene",10743,"spaceflight"
260,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00080","gene",11028,"spaceflight"
261,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00080","gene",11173,"spaceflight"
262,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00085","gene",1350,"spaceflight"
263,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00085","gene",1296,"spaceflight"
264,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00085","gene",1416,"spaceflight"
265,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00085","gene",1349,"spaceflight"
266,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00085","gene",1399,"spaceflight"
267,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00085","gene",1332,"spaceflight"
268,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00085","gene",1291,"spaceflight"
269,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00085","gene",1247,"spaceflight"
270,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00085","gene",1143,"spaceflight"
271,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00090","gene",6,"spaceflight"
272,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00090","gene",7,"spaceflight"
273,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00090","gene",9,"spaceflight"
274,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00090","gene",3,"spaceflight"
275,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00090","gene",9,"spaceflight"
276,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00090","gene",4,"spaceflight"
277,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00090","gene",17,"spaceflight"
278,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00090","gene",7,"spaceflight"
279,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00090","gene",2,"spaceflight"
280,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00095","gene",7,"spaceflight"
281,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00095","gene",13,"spaceflight"
282,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00095","gene",15,"spaceflight"
283,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00095","gene",6,"spaceflight"
284,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00095","gene",11,"spaceflight"
285,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00095","gene",9,"spaceflight"
286,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00095","gene",14,"spaceflight"
287,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00095","gene",9,"spaceflight"
288,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00095","gene",8,"spaceflight"
289,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00100","gene",4225,"spaceflight"
290,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00100","gene",4433,"spaceflight"
291,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00100","gene",3757,"spaceflight"
292,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00100","gene",3612,"spaceflight"
293,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00100","gene",4663,"spaceflight"
294,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00100","gene",4576,"spaceflight"
295,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00100","gene",4305,"spaceflight"
296,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00100","gene",4015,"spaceflight"
297,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00100","gene",4355,"spaceflight"
298,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00105","gene",8337,"spaceflight"
299,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00105","gene",8708,"spaceflight"
300,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00105","gene",7490,"spaceflight"
301,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00105","gene",8117,"spaceflight"
302,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00105","gene",9893,"spaceflight"
303,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00105","gene",9386,"spaceflight"
304,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00105","gene",9944,"spaceflight"
305,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00105","gene",8217,"spaceflight"
306,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00105","gene",9249,"spaceflight"
307,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00110","gene",6126,"spaceflight"
308,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00110","gene",6263,"spaceflight"
309,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00110","gene",5839,"spaceflight"
310,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00110","gene",6464,"spaceflight"
311,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00110","gene",7494,"spaceflight"
312,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00110","gene",7055,"spaceflight"
313,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00110","gene",7491,"spaceflight"
314,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00110","gene",6579,"spaceflight"
315,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00110","gene",6569,"spaceflight"
316,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00115","gene",3781,"spaceflight"
317,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00115","gene",3833,"spaceflight"
318,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00115","gene",3554,"spaceflight"
319,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00115","gene",4130,"spaceflight"
320,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00115","gene",4108,"spaceflight"
321,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00115","gene",4503,"spaceflight"
322,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00115","gene",4198,"spaceflight"
323,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00115","gene",4057,"spaceflight"
324,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00115","gene",4042,"spaceflight"
325,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00120","gene",3480,"spaceflight"
326,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00120","gene",3515,"spaceflight"
327,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00120","gene",3100,"spaceflight"
328,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00120","gene",4594,"spaceflight"
329,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00120","gene",3715,"spaceflight"
330,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00120","gene",3552,"spaceflight"
331,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00120","gene",3833,"spaceflight"
332,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00120","gene",3510,"spaceflight"
333,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00120","gene",3272,"spaceflight"
334,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00125","gene",722,"spaceflight"
335,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00125","gene",750,"spaceflight"
336,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00125","gene",552,"spaceflight"
337,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00125","gene",454,"spaceflight"
338,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00125","gene",693,"spaceflight"
339,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00125","gene",723,"spaceflight"
340,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00125","gene",613,"spaceflight"
341,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00125","gene",779,"spaceflight"
342,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00125","gene",555,"spaceflight"
343,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00130","gene",752,"spaceflight"
344,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00130","gene",764,"spaceflight"
345,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00130","gene",804,"spaceflight"
346,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00130","gene",394,"spaceflight"
347,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00130","gene",668,"spaceflight"
348,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00130","gene",895,"spaceflight"
349,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00130","gene",475,"spaceflight"
350,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00130","gene",638,"spaceflight"
351,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00130","gene",586,"spaceflight"
352,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00145","gene",1,"spaceflight"
353,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00175","gene",1,"spaceflight"
354,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00175","gene",1,"spaceflight"
355,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00255","gene",15,"spaceflight"
356,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00255","gene",13,"spaceflight"
357,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00255","gene",14,"spaceflight"
358,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00255","gene",11,"spaceflight"
359,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00255","gene",19,"spaceflight"
360,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00255","gene",23,"spaceflight"
361,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00255","gene",16,"spaceflight"
362,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00255","gene",23,"spaceflight"
363,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00255","gene",12,"spaceflight"
364,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00385","gene",309,"spaceflight"
365,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00385","gene",578,"spaceflight"
366,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00385","gene",377,"spaceflight"
367,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00385","gene",219,"spaceflight"
368,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00385","gene",324,"spaceflight"
369,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00385","gene",499,"spaceflight"
370,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00385","gene",376,"spaceflight"
371,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00385","gene",255,"spaceflight"
372,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00385","gene",387,"spaceflight"
373,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00395","gene",441,"spaceflight"
374,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00395","gene",594,"spaceflight"
375,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00395","gene",481,"spaceflight"
376,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00395","gene",300,"spaceflight"
377,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00395","gene",649,"spaceflight"
378,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00395","gene",680,"spaceflight"
379,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00395","gene",490,"spaceflight"
380,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00395","gene",373,"spaceflight"
381,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00395","gene",506,"spaceflight"
382,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00400","gene",124,"spaceflight"
383,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00400","gene",150,"spaceflight"
384,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00400","gene",155,"spaceflight"
385,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00400","gene",185,"spaceflight"
386,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00400","gene",156,"spaceflight"
387,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00400","gene",185,"spaceflight"
388,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00400","gene",177,"spaceflight"
389,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00400","gene",113,"spaceflight"
390,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00400","gene",150,"spaceflight"
391,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00405","gene",622,"spaceflight"
392,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00405","gene",731,"spaceflight"
393,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00405","gene",698,"spaceflight"
394,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00405","gene",642,"spaceflight"
395,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00405","gene",701,"spaceflight"
396,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00405","gene",790,"spaceflight"
397,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00405","gene",767,"spaceflight"
398,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00405","gene",684,"spaceflight"
399,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00405","gene",644,"spaceflight"
400,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00410","gene",82,"spaceflight"
401,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00410","gene",101,"spaceflight"
402,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00410","gene",107,"spaceflight"
403,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00410","gene",85,"spaceflight"
404,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00410","gene",75,"spaceflight"
405,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00410","gene",127,"spaceflight"
406,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00410","gene",98,"spaceflight"
407,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00410","gene",57,"spaceflight"
408,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00410","gene",74,"spaceflight"
409,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00415","gene",146,"spaceflight"
410,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00415","gene",182,"spaceflight"
411,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00415","gene",122,"spaceflight"
412,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00415","gene",167,"spaceflight"
413,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00415","gene",151,"spaceflight"
414,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00415","gene",137,"spaceflight"
415,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00415","gene",206,"spaceflight"
416,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00415","gene",151,"spaceflight"
417,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00415","gene",138,"spaceflight"
418,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00420","gene",12,"spaceflight"
419,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00420","gene",42,"spaceflight"
420,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00420","gene",16,"spaceflight"
421,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00420","gene",34,"spaceflight"
422,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00420","gene",29,"spaceflight"
423,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00420","gene",27,"spaceflight"
424,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00420","gene",65,"spaceflight"
425,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00420","gene",29,"spaceflight"
426,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00420","gene",25,"spaceflight"
427,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS15740","gene",18,"spaceflight"
428,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS15740","gene",23,"spaceflight"
429,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS15740","gene",27,"spaceflight"
430,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS15740","gene",25,"spaceflight"
431,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS15740","gene",25,"spaceflight"
432,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS15740","gene",41,"spaceflight"
433,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS15740","gene",28,"spaceflight"
434,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS15740","gene",25,"spaceflight"
435,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS15740","gene",31,"spaceflight"
436,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00425","gene",18,"spaceflight"
437,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00425","gene",28,"spaceflight"
438,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00425","gene",11,"spaceflight"
439,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00425","gene",25,"spaceflight"
440,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00425","gene",14,"spaceflight"
441,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00425","gene",18,"spaceflight"
442,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00425","gene",26,"spaceflight"
443,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00425","gene",16,"spaceflight"
444,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00425","gene",22,"spaceflight"
445,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00430","gene",3216,"spaceflight"
446,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00430","gene",3364,"spaceflight"
447,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00430","gene",2671,"spaceflight"
448,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00430","gene",2754,"spaceflight"
449,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00430","gene",3369,"spaceflight"
450,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00430","gene",3671,"spaceflight"
451,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00430","gene",2898,"spaceflight"
452,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00430","gene",3507,"spaceflight"
453,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00430","gene",3661,"spaceflight"
454,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00435","gene",69,"spaceflight"
455,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00435","gene",87,"spaceflight"
456,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00435","gene",59,"spaceflight"
457,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00435","gene",92,"spaceflight"
458,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00435","gene",62,"spaceflight"
459,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00435","gene",87,"spaceflight"
460,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00435","gene",90,"spaceflight"
461,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00435","gene",66,"spaceflight"
462,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00435","gene",77,"spaceflight"
463,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00440","gene",206,"spaceflight"
464,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00440","gene",238,"spaceflight"
465,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00440","gene",258,"spaceflight"
466,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00440","gene",260,"spaceflight"
467,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00440","gene",275,"spaceflight"
468,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00440","gene",298,"spaceflight"
469,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00440","gene",261,"spaceflight"
470,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00440","gene",270,"spaceflight"
471,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00440","gene",228,"spaceflight"
472,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00445","gene",2,"spaceflight"
473,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00445","gene",11,"spaceflight"
474,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00445","gene",5,"spaceflight"
475,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00445","gene",12,"spaceflight"
476,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00445","gene",9,"spaceflight"
477,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00445","gene",14,"spaceflight"
478,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00445","gene",11,"spaceflight"
479,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00445","gene",10,"spaceflight"
480,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00445","gene",12,"spaceflight"
481,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00450","gene",56,"spaceflight"
482,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00450","gene",36,"spaceflight"
483,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00450","gene",46,"spaceflight"
484,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00450","gene",73,"spaceflight"
485,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00450","gene",67,"spaceflight"
486,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00450","gene",62,"spaceflight"
487,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00450","gene",81,"spaceflight"
488,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00450","gene",51,"spaceflight"
489,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00450","gene",51,"spaceflight"
490,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00455","gene",205,"spaceflight"
491,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00455","gene",287,"spaceflight"
492,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00455","gene",257,"spaceflight"
493,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00455","gene",240,"spaceflight"
494,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00455","gene",295,"spaceflight"
495,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00455","gene",300,"spaceflight"
496,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00455","gene",358,"spaceflight"
497,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00455","gene",199,"spaceflight"
498,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00455","gene",310,"spaceflight"
499,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00460","gene",148,"spaceflight"
500,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00460","gene",224,"spaceflight"
501,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00460","gene",137,"spaceflight"
502,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00460","gene",210,"spaceflight"
503,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00460","gene",202,"spaceflight"
504,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00460","gene",178,"spaceflight"
505,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00460","gene",254,"spaceflight"
506,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00460","gene",187,"spaceflight"
507,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00460","gene",164,"spaceflight"
508,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00465","gene",1581,"spaceflight"
509,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00465","gene",1560,"spaceflight"
510,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00465","gene",1359,"spaceflight"
511,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00465","gene",1604,"spaceflight"
512,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00465","gene",1983,"spaceflight"
513,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00465","gene",1717,"spaceflight"
514,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00465","gene",1922,"spaceflight"
515,"GLDS-145_rna-seq_FLT-SA-D4","gene-SAR_RS00465","gene",1887,"spaceflight"
516,"GLDS-145_rna-seq_FLT-SA-D5","gene-SAR_RS00465","gene",1891,"spaceflight"
517,"GLDS-145_rna-seq_FLT-SA-B2","gene-SAR_RS00475","gene",191,"spaceflight"
518,"GLDS-145_rna-seq_FLT-SA-B3","gene-SAR_RS00475","gene",226,"spaceflight"
519,"GLDS-145_rna-seq_FLT-SA-B4","gene-SAR_RS00475","gene",179,"spaceflight"
520,"GLDS-145_rna-seq_FLT-SA-B5","gene-SAR_RS00475","gene",267,"spaceflight"
521,"GLDS-145_rna-seq_FLT-SA-D1","gene-SAR_RS00475","gene",231,"spaceflight"
522,"GLDS-145_rna-seq_FLT-SA-D2","gene-SAR_RS00475","gene",180,"spaceflight"
523,"GLDS-145_rna-seq_FLT-SA-D3","gene-SAR_RS00475","gene",270,"spaceflight"
